T(K),a,da/dT
300.9706719,0,0
301.0838986,0.00001916573505,0.0001388502821
301.197263,0.00006281621169,0.0003158510727
301.3107651,0.0001421636471,0.0005734549751
301.652096,0.0002752838858,0.0003199179104
302.2237247,0.0004873663189,0.0003043412576
303.493328,0.0008131070104,0.0002104621959
305.843693,0.001295523715,0.0001683670733
309.1014906,0.001987780897,0.0001743064677
314.9997916,0.002950361379,0.0001338690732
514.2685332,0.004249988641,0.00000534995059
519.7785665,0.005959451271,0.000254492814
529.5600518,0.00815423698,0.0001840591675
540.6582306,0.01091549993,0.0002040920957
545.149625,0.01433109091,0.000623813545
550.5018418,0.01850152608,0.0006391721068
578.3711504,0.02354613505,0.0001484811932
584.7976543,0.02960966964,0.0007739648188
589.0781621,0.03686658058,0.001390678168
593.782144,0.04552326313,0.001509579489
598.6937656,0.05581340736,0.001718567907
602.9587344,0.06798779411,0.002341538872
607.855521,0.08229894758,0.002397361891
616.7719707,0.09897935701,0.001534563551
621.427422,0.1182178233,0.003389836846
626.4927619,0.1401343174,0.003549217595
630.9125311,0.1647565535,0.004569808859
635.529359,0.1920026446,0.004840950646
640.3403075,0.2216692945,0.005058339044
644.3016391,0.2534315538,0.00657718904
648.872927,0.2868538807,0.005997472227
653.839673,0.3214123233,0.005707584477
657.7559658,0.3565268953,0.007354994652
662.272355,0.3915996492,0.006370135102
666.7681895,0.4260545815,0.006286533312
670.4306132,0.4593745648,0.007462877721
674.482386,0.4911299568,0.006428986734
678.313763,0.5209963602,0.006394376086
681.9268906,0.5487595677,0.006303133079
685.7226124,0.5743109719,0.005521925384
689.499077,0.5976326639,0.005065761903
692.8611699,0.6187799843,0.005159596884
696.599384,0.6378608603,0.004187012658
700.3164796,0.6550180285,0.003786273784
703.623875,0.6704150042,0.003818734302
707.6847431,0.6842258943,0.002789799054
714.1994082,0.6966297493,0.001561833459
717.8064421,0.7078064974,0.00254176489
721.200728,0.7179364948,0.002448110685
724.198712,0.7271967938,0.002533762089
727.7348468,0.7357593032,0.00198628877
733.6299053,0.7437858292,0.001116888018
736.911521,0.751421393,0.001908637808
739.8071863,0.7587920975,0.002088001354
742.503287,0.7659992575,0.002192795802
745.5367168,0.7731208099,0.001925798579
748.5461686,0.7802126097,0.001933032764
751.1812873,0.7873128764,0.002210266345
754.3178691,0.7944486047,0.001866172663
757.0821164,0.8016391128,0.00213379563
759.482123,0.8088979231,0.002480979345
762.2032603,0.8162324698,0.002211021477
765.0686626,0.8236411669,0.002120930166
767.0750469,0.8311091935,0.003053246533
769.7289879,0.8386064546,0.002317295961
774.4762285,0.8460878208,0.001292735889
776.8992031,0.8534984343,0.002508854295
779.140289,0.8607824121,0.00266612339
781.2034676,0.8678936678,0.002827350234
783.4059089,0.8748080935,0.002575264891
785.432759,0.8815306082,0.002720697576
787.5955989,0.8880970956,0.002490455998
789.889716,0.8945721954,0.002315266703
792.0089553,0.9010398063,0.002503421731
793.957625,0.9075905804,0.002757557191
796.0352784,0.9143081078,0.002652201281
797.9448884,0.9212557202,0.002984427565
799.6906366,0.9284693464,0.003389550958
803.5581541,0.9359545248,0.001587596025
805.2498264,0.9436885054,0.003750221995
807.0633014,0.9516259505,0.003590370755
808.856639,0.9597075098,0.003696606712
816.996459,0.96786631,0.0008222078699
819.944912,0.9760349996,0.002272627833
821.456375,0.9841499713,0.004404124867
822.949208,0.99215423,0.004398251214
824.1788874,1,
