T(K),a,da/dT
300.5191441,0,0
300.9706719,0.00044957807,0.0009956820373
459.079938,0.001332844259,0.000005586428995
464.3533145,0.002619839229,0.0002440552026
470.4760684,0.004268969074,0.0002693444604
476.019443,0.006231086701,0.0003539572497
480.971501,0.008452494188,0.0004485826877
486.3608086,0.01087787974,0.000450036579
492.4001461,0.01345188603,0.0004262067303
497.419127,0.01612076025,0.0005317562007
502.8761203,0.01883342379,0.0004970985659
508.3520628,0.02154345633,0.0004948979176
512.999132,0.02421024256,0.0005738641095
518.717816,0.02680251289,0.0004532984044
524.0265844,0.02930118351,0.0004706686043
528.7079943,0.03170261093,0.0005129709808
535.1044832,0.03402179879,0.000362572012
540.230726,0.03629672085,0.0004437796174
544.9356485,0.03859192138,0.0004878296143
550.287659,0.04100194599,0.000450302668
555.6441227,0.04365381152,0.0004950776634
560.3603311,0.04670684373,0.0006473488767
565.506752,0.05035103305,0.0007081016856
570.6534428,0.05480088388,0.0008646042686
575.156,0.06028784861,0.001218632987
580.513959,0.06704950811,0.001261984181
585.6540349,0.0753215024,0.001609313647
589.9338152,0.08532805882,0.00233810049
595.2777046,0.09727616129,0.002235843892
600.1871829,0.1113515203,0.002866976528
604.8759353,0.1277138191,0.003489691356
609.7691124,0.1464927146,0.003837771492
614.6522715,0.1677782217,0.004358962435
618.8894668,0.1916084402,0.005624054784
623.3286204,0.2179530756,0.005934607766
627.967352,0.2466957122,0.006196227563
632.173067,0.2776191831,0.007352726186
636.7859844,0.3103965792,0.007105567546
641.1752695,0.3445940503,0.007791125505
645.7579888,0.3796846495,0.007657156562
650.3237832,0.4150757178,0.00775134955
655.0779339,0.450144462,0.007376447743
659.1951676,0.484280334,0.008290972646
663.5005722,0.5169270162,0.007582721062
667.9906275,0.5476171265,0.00683512969
672.0535828,0.5759995071,0.006985649257
676.0977506,0.6018522676,0.006392603306
679.921625,0.625083596,0.006075337718
683.127581,0.645722118,0.006437556232
686.917291,0.6638981717,0.004796159519
690.4896022,0.6798212377,0.004457356904
693.8469219,0.6937544315,0.004150094431
697.5796408,0.7059918999,0.0032784329
701.0962746,0.7168372932,0.003084026928
707.8774224,0.7265851028,0.001437486671
711.5260734,0.7355068124,0.002445207724
714.5802467,0.7438415351,0.002728961922
717.8064421,0.7517883827,0.002463225757
721.5764709,0.7595039729,0.002046560029
724.5721719,0.7671042183,0.002537050708
727.7348468,0.7746683828,0.002391698406
731.0603105,0.782245589,0.002278541262
733.9957678,0.7898632471,0.002595049867
737.0930926,0.797535166,0.002476950066
743.219168,0.8052700362,0.001262614277
746.4243594,0.8130755862,0.002435283586
749.4266712,0.8209630278,0.002627122735
752.0553774,0.8289436009,0.003035931907
754.8378864,0.8370282871,0.002905538221
757.941281,0.8452205525,0.00263977563
760.3349844,0.8535119775,0.003463848088
763.5550239,0.8618792624,0.002598503823
768.736625,0.870281826,0.00162161528
773.988953,0.8786659678,0.001596271563
776.2552704,0.886970125,0.00366416338
783.2492656,0.8951331867,0.001167152881
785.5879355,0.903102222,0.003407507568
787.902875,0.9108395902,0.003342363003
789.737528,0.9183260589,0.004080591131
792.0089553,0.9255603368,0.003184903969
794.553464,0.9325563552,0.002749457477
796.330301,0.9393368078,0.003816023949
798.2369824,0.945926115,0.003455903637
804.1239219,0.9523435451,0.001090113149
806.089304,0.9585956472,0.003181112736
807.755441,0.9646732587,0.003647726157
809.5409786,0.9705452958,0.003288666167
812.649848,0.9761578737,0.001805343739
814.5104191,0.9814339027,0.002835704071
816.216281,0.9862754811,0.002838200657
817.6431406,0.9905698633,0.003009674009
819.3096758,0.9941971432,0.002176539621
820.7029621,0.9970411771,0.002041241535
822.0806621,0.9990006205,0.001422256962
826.4789897,,
